average_funded,total_rounds,average_participants,products_number,offices,mba_degree,other_degree,age,ipo_True,is_closed_True,is_acquired_True
200000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
7500000.0,2,1.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
13666666.6667,3,3.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
13600000.0,2,4.5,1.0,1.0,3.0,4.0,4383.0,0,0,0
1960000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
3694990.5,2,0.0,1.0,1.0,1.0,1.0,12784.0,0,0,0
20000.0,1,1.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1930151.3333,3,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
25000000.0,1,7.0,1.0,1.0,1.0,5.0,4748.0,0,0,0
18000000.0,1,1.0,1.0,1.0,1.0,3.0,4748.0,0,0,0
2000000.0,1,2.0,1.0,1.0,1.0,1.0,1096.0,0,0,0
5500000.0,1,1.0,3.0,3.0,3.0,6.0,2192.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
6257937.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
2885000.0,1,0.0,1.0,1.0,1.0,3.0,2832.0,0,1,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1218.0,0,0,0
1013000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
1120000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
9000000.0,1,2.0,1.0,1.0,1.0,1.0,4383.0,0,0,0
7000000.0,2,2.0,1.0,1.0,1.0,1.0,2518.0,0,0,1
11400000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
4135742.0,4,3.5,1.0,1.0,1.0,10.0,4748.0,0,0,0
30000000.0,1,4.0,1.0,1.0,1.0,4.0,1096.0,0,0,1
35000.0,1,0.0,1.0,2.0,1.0,3.0,1127.0,0,0,0
1500000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
10000.0,1,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
500000.0,1,1.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
5620589.6667,3,0.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
815117.5,2,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
5000000.0,1,5.0,1.0,1.0,1.0,3.0,4748.0,0,1,0
150000.0,1,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
1823130.0,2,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
6148750.0,4,0.75,1.0,1.0,3.0,7.0,1826.0,0,0,0
816062.0,5,1.0,1.0,1.0,4.0,16.0,1461.0,0,0,0
1712995.3333,4,0.75,1.0,1.0,1.0,3.0,1461.0,0,0,0
4272113.0,2,1.0,1.0,1.0,1.0,3.0,549.0,0,0,0
7850000.0,2,4.0,3.0,1.0,1.0,3.0,2922.0,0,0,0
1960000.0,2,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,2161.0,0,1,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1000000.0,1,3.0,1.0,1.0,1.0,2.0,610.0,0,0,0
480000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
10870000.0,1,3.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
612500.0,3,2.0,1.0,1.0,6.0,11.0,2557.0,0,0,0
4000000.0,1,3.0,1.0,1.0,1.0,3.0,2875.0,0,0,1
1960000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
250000.0,1,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
3499999.0,1,0.0,1.0,1.0,1.0,3.0,5114.0,0,0,0
750000.0,1,5.0,1.0,1.0,1.0,3.0,104.0,0,0,0
13033333.3333,3,4.6667,1.0,1.0,2.0,5.0,3653.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,671.0,0,0,0
1110000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
4825800.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
2000000.0,1,4.0,1.0,1.0,1.0,4.0,1826.0,0,0,0
12226444.0,6,2.3333,1.0,1.0,1.0,13.0,4018.0,0,0,0
325138.0,2,0.0,1.0,1.0,1.0,4.0,1826.0,0,0,0
4200000.0,1,0.0,1.0,1.0,1.0,3.0,1021.0,0,0,0
7074808.0,1,0.0,1.0,1.0,1.0,5.0,1826.0,0,0,0
5000000.0,1,2.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
19666666.6667,3,2.0,1.0,2.0,2.0,6.0,3877.0,0,0,1
400000.0,1,0.0,1.0,1.0,1.0,1.0,847.0,0,0,0
500000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,1
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
3910547.0,2,0.0,1.0,1.0,2.0,3.0,2922.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
3680000.0,3,3.0,1.0,1.0,1.0,4.0,1096.0,0,0,0
850000.0,2,0.0,1.0,1.0,1.0,3.0,10227.0,0,0,0
5250000.0,2,0.5,1.0,1.0,1.0,1.0,1826.0,0,0,0
2200000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
240000.0,1,0.0,1.0,1.0,1.0,1.0,1073.0,0,0,0
9230182.3333,3,3.0,1.0,4.0,2.0,3.0,3521.0,0,0,1
50000.0,4,0.0,1.0,2.0,1.0,3.0,1489.0,0,0,0
3500000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
9666666.6667,3,3.0,3.0,2.0,10.0,24.0,1736.0,0,0,0
37000000.0,1,6.0,1.0,1.0,1.0,3.0,3470.0,0,0,1
500000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1500000.0,1,4.0,1.0,1.0,1.0,6.0,426.0,0,0,0
4744950.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,2.0,1.0,1.0,1.0,3.0,12419.0,0,0,0
244000.0,1,1.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
8001500.0,4,1.25,1.0,1.0,2.0,14.0,2624.0,0,0,1
26000000.0,2,2.5,1.0,1.0,1.0,3.0,1826.0,0,0,0
500000.0,1,0.0,1.0,1.0,1.0,1.0,2040.0,0,0,0
1960000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,1
2050000.0,2,1.5,3.0,1.0,1.0,3.0,1134.0,0,0,1
2200000.0,1,1.0,3.0,2.0,1.0,3.0,2138.0,0,0,1
5000000.0,1,4.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
13666.6667,3,0.6667,1.0,1.0,1.0,1.0,1509.0,0,0,0
5000000.0,2,2.0,1.0,1.0,1.0,7.0,2557.0,0,0,0
300000.0,1,1.0,1.0,1.0,1.0,1.0,356.0,0,0,0
466365.0,2,0.5,1.0,1.0,1.0,3.0,4140.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1645.0,0,0,0
1960000.0,1,0.0,1.0,1.0,27.0,119.0,1699.0,0,0,1
9333333.3333,3,2.6667,1.0,1.0,1.0,5.0,1782.0,0,0,1
147532.0,2,2.0,3.0,1.0,1.0,3.0,945.0,0,0,0
1000000.0,2,0.5,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,731.0,0,0,0
117394.0,1,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
2000000.0,2,5.0,1.0,1.0,1.0,3.0,247.0,0,0,1
17000000.0,1,6.0,1.0,1.0,3.0,3.0,4748.0,0,0,0
500000.0,1,0.0,1.0,1.0,1.0,1.0,2618.0,0,0,0
6233333.3333,3,2.6667,1.0,1.0,5.0,14.0,2192.0,0,0,0
10000.0,1,1.0,1.0,1.0,1.0,1.0,1447.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
35000.0,2,0.5,1.0,1.0,1.0,2.0,936.0,0,0,0
5000000.0,1,1.0,1.0,1.0,1.0,6.0,1096.0,0,0,0
13503.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
75000.0,1,2.0,1.0,1.0,1.0,3.0,1188.0,0,0,0
250000.0,1,0.0,1.0,1.0,1.0,3.0,731.0,0,0,0
226775.25,4,0.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
36150000.0,2,4.5,1.0,1.0,1.0,2.0,2101.0,0,0,1
467425.0,2,2.5,1.0,1.0,1.0,3.0,3653.0,0,0,0
400000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
1600000.0,5,1.4,1.0,1.0,1.0,3.0,1430.0,0,0,0
1754485.3333,3,0.3333,1.0,1.0,1.0,1.0,2468.0,0,0,0
1500000.0,1,0.0,1.0,1.0,1.0,3.0,731.0,0,0,0
40000.0,1,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
1400000.0,1,4.0,1.0,2.0,1.0,3.0,1826.0,0,0,1
9812420.0,2,0.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
11750000.0,2,5.0,5.0,2.0,1.0,9.0,3064.0,0,0,1
2030000.0,1,6.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
102685000.0,2,0.5,1.0,1.0,1.0,1.0,1826.0,0,0,0
5000000.0,1,1.0,1.0,1.0,1.0,3.0,2557.0,0,0,0
4854521.6667,3,1.3333,1.0,1.0,1.0,2.0,2557.0,0,0,0
1750000.0,2,1.0,1.0,1.0,1.0,3.0,2040.0,0,0,0
105000.0,1,0.0,1.0,2.0,1.0,1.0,5114.0,0,0,0
225155.0,1,3.0,1.0,1.0,1.0,3.0,453.0,0,0,0
600000.0,2,1.5,1.0,1.0,1.0,3.0,1461.0,0,1,0
730000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,1,0
1960000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
4722200.0,1,2.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
188000.0,1,1.0,1.0,1.0,1.0,3.0,3287.0,0,0,0
26112000.0,1,3.0,1.0,1.0,1.0,3.0,14975.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1948.0,0,0,0
1121449.0,1,0.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
25000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
150000.0,2,0.0,1.0,1.0,1.0,3.0,2557.0,0,0,0
1000000.0,1,0.0,1.0,1.0,1.0,3.0,1143.0,0,0,0
13460000.0,5,1.8,1.0,1.0,1.0,5.0,2922.0,0,0,0
2000000.0,2,0.5,1.0,1.0,1.0,4.0,1826.0,0,1,0
1000000.0,1,1.0,1.0,2.0,1.0,3.0,910.0,0,0,0
675000.0,2,0.0,1.0,1.0,1.0,3.0,1736.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,2010.0,0,0,0
2500000.0,1,0.0,1.0,1.0,1.0,3.0,731.0,0,0,0
1960000.0,1,2.0,1.0,4.0,1.0,10.0,2308.0,0,0,0
1865135.0,3,2.6667,1.0,1.0,1.0,1.0,731.0,0,0,0
2500000.0,1,5.0,1.0,1.0,4.0,9.0,960.0,0,0,0
1567500.0,2,14.5,1.0,1.0,1.0,4.0,1826.0,0,0,0
3800000.0,4,3.0,1.0,1.0,2.0,4.0,2922.0,0,1,0
800000.0,1,10.0,1.0,1.0,1.0,2.0,1094.0,0,0,0
60000.0,1,1.0,1.0,2.0,1.0,3.0,1826.0,0,0,0
833322.3333,3,0.0,1.0,1.0,1.0,3.0,823.0,0,0,0
240000.0,1,2.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
1050000.0,2,1.0,1.0,1.0,1.0,3.0,1108.0,0,0,0
1497447.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1500000.0,1,13.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
2256032.6,5,2.4,1.0,3.0,1.0,3.0,3287.0,0,0,0
1500000.0,1,6.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
13566666.6667,3,0.6667,5.0,1.0,1.0,3.0,6940.0,0,0,0
1600000.0,2,1.5,1.0,1.0,1.0,3.0,1826.0,0,0,0
5250000.0,2,2.5,1.0,1.0,3.0,6.0,1158.0,0,1,0
285000.0,1,0.0,2.0,1.0,1.0,1.0,2123.0,0,0,0
2000000.0,1,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
500000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
30312865.0,2,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,1
95000.0,1,0.0,3.0,1.0,1.0,3.0,2722.0,0,0,0
12700000.0,1,3.0,1.0,1.0,1.0,1.0,4018.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
150000.0,1,0.0,2.0,1.0,1.0,3.0,2557.0,0,1,0
4000000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,1
14400000.0,4,3.5,2.0,2.0,1.0,2.0,2603.0,0,0,0
222000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
170000.0,1,0.0,1.0,1.0,1.0,2.0,671.0,0,0,0
231000.0,2,0.0,1.0,1.0,1.0,7.0,1096.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
790000.0,1,1.0,1.0,1.0,1.0,3.0,6940.0,0,0,0
11692114.0,6,2.3333,1.0,1.0,6.0,21.0,2406.0,0,0,0
1200000.0,1,0.0,1.0,1.0,1.0,8.0,2922.0,0,1,0
9000000.0,1,4.0,1.0,2.0,1.0,3.0,884.0,0,0,0
1960000.0,2,4.0,1.0,1.0,1.0,5.0,1461.0,0,1,0
2773824.6667,3,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
10750000.0,2,2.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
23633333.3333,3,1.6667,1.0,1.0,2.0,4.0,4689.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
8720000.0,5,3.0,1.0,2.0,1.0,5.0,3106.0,0,1,0
950000.0,1,0.0,1.0,1.0,1.0,3.0,610.0,0,0,0
7400000.0,1,2.0,1.0,1.0,1.0,1.0,731.0,0,0,0
3750000.0,1,0.0,1.0,1.0,8.0,15.0,5479.0,0,0,0
81000000.0,2,7.0,1.0,3.0,9.0,19.0,4748.0,0,0,0
3600000.0,2,0.5,1.0,1.0,1.0,3.0,1461.0,0,0,0
4407620.0,3,2.0,1.0,1.0,1.0,1.0,5479.0,0,1,0
1960000.0,1,3.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
1200000.0,1,0.0,1.0,1.0,1.0,3.0,2557.0,0,0,0
200000.0,1,2.0,1.0,1.0,1.0,4.0,730.0,0,0,0
2000000.0,1,1.0,1.0,1.0,1.0,1.0,2922.0,0,0,0
10400000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
10000000.0,1,0.0,1.0,2.0,1.0,3.0,3870.0,0,0,0
2737500.0,4,0.75,1.0,1.0,1.0,3.0,1540.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,5.0,973.0,0,0,1
1960000.0,1,0.0,1.0,2.0,1.0,1.0,1826.0,0,1,0
350000.0,1,3.0,1.0,1.0,1.0,1.0,719.0,0,0,0
50000.0,1,1.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
34000000.0,1,3.0,1.0,1.0,2.0,8.0,6482.0,0,0,1
7500000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
2851483.0,7,1.2857,1.0,1.0,1.0,1.0,5479.0,0,0,0
12746449.5,2,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
9970249.1667,6,0.6667,1.0,2.0,2.0,6.0,5479.0,0,0,0
1241000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,2.0,949.0,0,0,0
19176861.6667,3,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
3020000.0,1,2.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
100000.0,1,4.0,1.0,1.0,1.0,3.0,630.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1301.0,0,1,0
6000000.0,1,1.0,1.0,1.0,2.0,10.0,4993.0,0,0,0
10000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
135000000.0,1,1.0,1.0,1.0,1.0,1.0,4748.0,0,0,0
25000.0,1,0.0,1.0,1.0,1.0,3.0,2345.0,0,1,0
1960000.0,1,2.0,3.0,1.0,1.0,1.0,2498.0,0,0,0
244060.0,2,1.0,1.0,2.0,1.0,3.0,932.0,0,0,0
4575000.0,2,2.5,1.0,1.0,1.0,9.0,1280.0,0,0,0
25000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
750000.0,1,0.0,1.0,1.0,1.0,3.0,2557.0,0,0,0
3750000.0,2,1.5,1.0,1.0,3.0,10.0,2192.0,0,0,0
2000000.0,1,1.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
1960000.0,1,7.0,1.0,1.0,1.0,2.0,1280.0,0,1,0
2325000.0,2,0.0,1.0,1.0,1.0,3.0,1990.0,0,0,1
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
1960000.0,1,0.0,3.0,1.0,2.0,4.0,2062.0,0,0,0
3255523.3333,3,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
2000000.0,1,3.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
10200000.0,3,1.6667,2.0,1.0,1.0,3.0,3287.0,0,0,0
500000.0,1,1.0,1.0,1.0,1.0,3.0,1983.0,0,0,0
1250000.0,2,3.5,1.0,1.0,1.0,2.0,1826.0,0,0,0
200000.0,1,0.0,1.0,1.0,1.0,2.0,365.0,0,0,0
1560000.0,1,1.0,1.0,1.0,1.0,2.0,4383.0,0,0,0
3200000.0,1,2.0,1.0,1.0,1.0,1.0,1339.0,0,0,1
15840000.0,4,1.25,1.0,3.0,1.0,12.0,3287.0,1,0,0
50000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
33956593.25,4,3.25,1.0,1.0,1.0,3.0,4181.0,0,0,1
11625000.0,4,5.25,1.0,1.0,1.0,12.0,3287.0,0,0,0
798000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
12700000.0,1,2.0,1.0,2.0,1.0,3.0,2922.0,0,0,0
240000.0,1,1.0,1.0,1.0,1.0,8.0,1826.0,0,0,0
280000.0,1,0.0,1.0,1.0,1.0,3.0,3044.0,0,0,0
3400000.0,1,1.0,1.0,1.0,1.0,3.0,5479.0,0,0,0
67000.0,1,0.0,1.0,2.0,1.0,2.0,792.0,0,0,0
1120000.0,1,1.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
470000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
325061.5,2,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
1000000.0,1,2.0,1.0,1.0,1.0,4.0,768.0,0,0,1
535000.0,1,0.0,1.0,1.0,1.0,5.0,1096.0,0,0,0
401050.0,2,1.5,1.0,1.0,1.0,2.0,2376.0,0,0,0
100000.0,1,0.0,1.0,1.0,1.0,3.0,1038.0,0,0,0
7600000.0,2,2.0,1.0,1.0,1.0,7.0,3104.0,0,0,1
13888500.0,2,0.0,1.0,2.0,1.0,3.0,2557.0,0,0,0
1960000.0,1,2.0,1.0,1.0,1.0,5.0,3984.0,0,0,0
1500000.0,1,1.0,1.0,1.0,2.0,4.0,1826.0,0,0,0
342185.0,3,0.6667,1.0,1.0,1.0,4.0,810.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1400000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
15610000.0,5,2.6,1.0,1.0,3.0,15.0,1826.0,0,0,0
2080000.0,1,0.0,1.0,1.0,1.0,3.0,1061.0,0,0,1
105055557.0,2,0.5,1.0,1.0,1.0,3.0,365.0,0,0,0
585000.0,2,2.0,1.0,1.0,1.0,1.0,1188.0,0,0,0
6500000.0,1,2.0,1.0,1.0,1.0,3.0,1264.0,0,0,0
1859390.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
3833333.3333,4,1.25,1.0,1.0,3.0,6.0,3287.0,0,0,0
16000000.0,1,1.0,1.0,1.0,6.0,14.0,5479.0,0,0,0
890000.0,2,4.5,1.0,1.0,1.0,1.0,1337.0,0,0,0
2728967.0,2,2.0,1.0,1.0,1.0,3.0,772.0,0,0,0
13333.3333,3,1.0,1.0,2.0,1.0,3.0,656.0,0,0,0
10000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
535110.0,2,2.0,2.0,1.0,1.0,3.0,945.0,0,0,0
5950000.0,2,7.5,1.0,1.0,1.0,5.0,1461.0,0,0,0
30000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
4000000.0,2,1.5,1.0,2.0,2.0,5.0,2165.0,0,0,1
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
25000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1000000.0,1,0.0,1.0,1.0,1.0,1.0,872.0,0,0,0
388500.0,1,0.0,1.0,1.0,1.0,3.0,2063.0,0,0,0
1492057.0,3,1.3333,1.0,1.0,2.0,2.0,4383.0,0,1,0
6000000.0,1,1.0,1.0,1.0,1.0,3.0,4748.0,0,0,0
2687500.0,2,0.0,2.0,1.0,4.0,10.0,3287.0,0,0,0
2000000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1000000.0,1,0.0,1.0,9.0,1.0,3.0,1127.0,0,0,0
118000.0,1,1.0,1.0,1.0,1.0,3.0,731.0,0,0,0
17212235.8333,6,3.1667,1.0,1.0,8.0,26.0,4748.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,2.0,792.0,0,0,0
76000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
10000000.0,1,2.0,1.0,1.0,2.0,6.0,3653.0,0,0,0
100000.0,1,1.0,1.0,1.0,1.0,3.0,1218.0,0,0,0
1960000.0,1,13.0,1.0,1.0,1.0,6.0,1826.0,0,1,0
4079522.5,2,0.5,1.0,1.0,1.0,4.0,3653.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
278500.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
143140.0,1,1.0,1.0,1.0,1.0,3.0,1583.0,0,0,0
19299.0,1,1.0,1.0,1.0,1.0,5.0,199.0,0,0,0
10000000.0,2,3.5,1.0,1.0,2.0,7.0,2557.0,0,0,0
2155755.5,4,0.25,1.0,1.0,1.0,2.0,4383.0,0,0,0
716407.5,2,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,1.0,5479.0,0,0,0
1000000.0,1,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
3478433.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
1250000.0,2,0.0,1.0,2.0,1.0,1.0,2314.0,0,0,0
15000000.0,1,3.0,1.0,1.0,1.0,3.0,365.0,0,0,0
100000.0,1,0.0,1.0,1.0,1.0,3.0,1051.0,0,0,0
70000.0,2,0.5,1.0,1.0,1.0,3.0,731.0,0,0,0
30000.0,1,1.0,1.0,1.0,1.0,3.0,1006.0,0,0,0
16000000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
90000.0,1,0.0,1.0,1.0,1.0,3.0,1341.0,0,0,0
5866666.6667,3,2.0,1.0,1.0,3.0,3.0,1288.0,0,0,1
11500000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
22166666.6667,3,3.3333,1.0,1.0,1.0,1.0,3653.0,0,0,0
1600000.0,1,1.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
2300000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
800000.0,1,0.0,1.0,1.0,1.0,3.0,1010.0,0,0,0
5407951.25,4,1.5,1.0,4.0,9.0,37.0,1000.0,0,0,0
510000.0,1,1.0,1.0,1.0,5.0,8.0,5479.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
33666666.6667,3,5.6667,1.0,1.0,4.0,24.0,3653.0,0,0,0
20000.0,1,1.0,1.0,1.0,1.0,3.0,518.0,0,0,0
35095410.0,2,4.5,1.0,1.0,1.0,4.0,4018.0,0,0,0
3350001.5,2,1.0,1.0,1.0,1.0,3.0,6575.0,0,0,0
7153554.3333,3,3.0,1.0,1.0,1.0,1.0,3652.0,0,0,1
10050803.5,4,4.5,1.0,1.0,8.0,24.0,5479.0,0,0,0
550000.0,1,1.0,1.0,1.0,1.0,3.0,884.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,3.0,1511.0,0,0,0
7000000.0,2,2.5,1.0,1.0,1.0,1.0,4383.0,0,0,0
47500.0,2,1.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
9400000.0,3,2.0,1.0,1.0,1.0,2.0,2818.0,0,0,1
40000000.0,1,1.0,1.0,1.0,1.0,1.0,4383.0,0,0,0
2500000.0,1,3.0,1.0,1.0,1.0,3.0,2584.0,0,0,0
7750000.0,2,1.0,1.0,2.0,1.0,3.0,1679.0,0,0,1
10000000.0,1,0.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
43581165.5,2,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,2.0,2.0,1.0,9.0,34.0,1505.0,0,0,1
7001772.5,2,1.0,2.0,2.0,1.0,6.0,1268.0,0,0,1
552167.0,2,0.5,1.0,1.0,1.0,3.0,1826.0,0,0,0
20000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
5785555.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
18000000.0,1,2.0,1.0,1.0,1.0,3.0,1082.0,0,0,0
700000.0,1,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
10190500.0,1,0.0,1.0,1.0,1.0,1.0,8036.0,0,0,0
150000.0,1,0.0,1.0,2.0,1.0,1.0,1023.0,0,0,0
340000.0,2,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
27500.0,1,0.0,1.0,1.0,1.0,2.0,1887.0,0,0,0
323025.0,1,1.0,1.0,3.0,1.0,2.0,1826.0,0,0,0
13125000.0,4,3.25,1.0,1.0,2.0,12.0,2286.0,0,0,1
7583333.3333,3,0.3333,1.0,1.0,1.0,4.0,2922.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,823.0,0,0,0
7000000.0,1,1.0,1.0,2.0,1.0,2.0,1826.0,0,0,0
40000.0,1,0.0,1.0,1.0,1.0,3.0,744.0,0,0,0
5450000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
43300000.0,2,2.5,1.0,1.0,3.0,19.0,2922.0,0,0,0
1960000.0,1,1.0,1.0,1.0,5.0,7.0,4748.0,0,0,0
2250000.0,1,1.0,1.0,1.0,1.0,1.0,731.0,0,0,0
